FECHA	BCOLO CB Equity	ELCONDOR CB Equity	CONCONC CB Equity	PFBCOLO CB Equity	GRUPOSUR CB Equity	PFGRUPSU CB Equity	ISA CB Equity	EXITO CB Equity	NUTRESA CB Equity	GRUPOARG CB Equity	CEMARGOS CB Equity	PFGRUPOA CB Equity	PFCEMARG CB Equity	ETB CB Equity	PFAVH CB Equity	CELSIA CB Equity	BVC CB Equity	ECOPETL CB Equity	BOGOTA CB Equity	GEB CB Equity	PFDAVVND CB Equity	CORFICOL CB Equity	PFAVAL CB Equity	PFCORCOL CB Equity	PFCARPAK CB Equity	MINEROS CB Equity	CNEC CB Equity	FABRI CB Equity	AVAL CB Equity	ENKA CB Equity	VALSIME CB Equity	CLH CB Equity
28/09/2021	32420	870	338	32550	20950	18270	22800	11800	21580	11100	5895	8300	4100	197.8	58.53	4240	9650	2699	73380	2810	32590	28600	1110	22920	5684.57	3760	10350	6.2	1095	24.2	6486.2	3500
29/09/2021	32680	880	335	33000	21480	18370	22990	11800	21640	11100	5940	8310	4092	197.8	63.11	4226	9750	2706	73000	2820	32810	28790	1117	22950	5684.57	3800	10230	6.2	1090	24.2	6486.2	3441
30/09/2021	32960	880	332	33000	21400	18420	22700	11650	21660	11160	5895	8300	4070	200	63.11	4229	9700	2734	72220	2816	33400	28800	1119	22910	5865.41	3770	10230	6.2	1090	23.55	6486.2	3500
1/10/2021	33000	887	344	33090	21700	18550	22790	11650	21620	11340	5930	8355	4120	200	60.16	4231	9700	2769	72970	2832	33400	29000	1124	23100	5865.41	3839	10430	6.27	1110	23	5855.25	3500
4/10/2021	33280	880	352	33200	21800	18650	23000	11500	21720	11490	5990	8460	4120	195	60.11	4257	9700	2825	72700	2856	33200	29000	1126	23510	5865.41	3940	10990	6.27	1110	22.9	5855.25	3500
5/10/2021	33100	892	365	33400	22320	18900	22710	11500	21710	11400	6045	8450	4150	195	60.11	4295	9780	2810	72100	2860	33230	29320	1130	23640	5865.41	3910	11500	6.26	1121	22.3	5855.25	3500
6/10/2021	33000	910	358.2	32840	22180	18800	22870	11500	21800	11400	6100	8450	4150	198.9	52.16	4270	9730	2810	73490	2882	33280	29200	1127	23640	5865.41	3900	11750	6.25	1100	21.5	5855.25	3598
7/10/2021	33480	932.9	371	33390	22070	19020	22620	11910	21890	11500	6250	8495	4265	198.9	52.16	4325	9880	2860	74300	2860	33570	29310	1138	24000	5865.41	3850	12040	6.25	1120	21.5	5855.25	3689
8/10/2021	33400	900	366	33390	22020	18950	22650	11930	22080	11660	6325	8740	4390	198.9	51.19	4338	9880	2908	73800	2885	33580	29400	1140	24000	5865.41	3870	12160	6.27	1123	21.51	5855.25	3685
11/10/2021	33330	917.9	365.2	33300	21970	18910	22820	11980	22070	11900	6380	8805	4385	198	51.19	4410	9900	2944	73700	2890	33770	29590	1136	24000	5865.41	3830	12240	6.27	1123	21.51	5855.25	3700
12/10/2021	32520	917.9	373	32600	21500	18560	22500	11940	21810	11750	6250	8635	4373	197.9	51.19	4380	9895	2904	73330	2899	33030	29410	1130	23900	5865.41	3816	12000	6.27	1123	21.51	5510.18	3835
13/10/2021	33180	900	330	33150	21580	18550	22430	11940	21920	11790	6370	8600	4340	194	51.19	4370	9890	2909	73330	2896	33500	29500	1132	23900	5865.41	3805	11950	6.27	1123	21.51	5510.18	3890
14/10/2021	34380	900	272	34200	22120	18800	22790	11800	22290	12070	6325	8600	4440	200	51.19	4380	10000	2918	73000	2927	34550	29590	1138	22600	5865.41	3811	12200	6.27	1129	22.45	5510.18	3886
15/10/2021	34560	899	295.7	34600	22650	19050	22750	11740	22300	12090	6400	8790	4465	199.8	51.19	4300	9815	2960	73990	2921	34500	29600	1155	22600	5865.41	3820	12040	6.27	1139	22.5	5510.18	3900
19/10/2021	34130	900	310	34200	22250	19020	22500	11780	22280	12070	6300	8770	4441	195.2	51.19	4300	10000	2953	74270	2929	34210	29560	1140	23550	5865.41	3850	11850	6.27	1132	22.5	5510.18	3617
20/10/2021	34230	901.5	306	34140	22500	18890	22690	11700	21980	11880	6250	8680	4344	198	67.94	4330	10000	2937	73790	2917	34030	29560	1145	23540	5865.41	3885	11920	6.27	1124	22.5	5510.18	3550
21/10/2021	34040	901.5	312	34120	22470	19020	22520	11590	22150	11850	6180	8680	4400	199.7	67.94	4329	10070	2910	73790	2905	34460	29490	1140	23540	5865.41	3885	11900	6.27	1124	22.5	5510.18	3560
22/10/2021	33460	901.5	305	33600	22280	18800	22500	11590	21900	11800	6200	8630	4400	198.9	84.02	4312	9930	2890	73490	2901	33880	29430	1140	23500	5865.41	3954	11890	6.27	1130	22.5	5510.18	3580
25/10/2021	34200	903.9	305	33840	22400	18800	22700	11510	21950	11920	6250	8680	4350	197.9	79.64	4274	9960	2890	73700	2788	33960	29320	1139	23420	5865.41	3964	11940	6.27	1130	24	5510.18	3580
26/10/2021	34500	903.9	300	34400	22250	18840	22800	11500	22100	12060	6280	8775	4399	197.9	74.01	4290	10050	2930	74010	2769	34350	29800	1155	23500	5865.41	4010	11940	6.39	1140	24.75	5510.18	3590
27/10/2021	34450	895	300	34310	22370	18720	22750	11500	21990	11750	6270	8750	4380	201.8	51.09	4299	10000	2867	74010	2740	34400	29650	1146	23750	5865.41	3995	11820	6.4	1135	24.75	5510.18	3581
28/10/2021	34490	895	300	34100	22150	18910	22730	11500	22200	11790	6320	8700	4400	201.8	51.09	4289	10050	2890	75990	2769	34550	29670	1154	23850	5865.41	4030	11860	6.46	1140	24.75	5510.18	3545
29/10/2021	33680	895	298.1	33800	21950	18890	22610	11700	22010	11800	6350	8600	4397	201	42.51	4284	9810	2847	75900	2720	33910	29670	1150	23700	6003.61	4025	11720	6.73	1136	24.75	5510.18	3500
2/11/2021	34000	898.9	300	34050	21790	18610	22730	11770	22000	11570	6310	8500	4320	201	42.51	4230	9820	2854	75000	2682	33800	29500	1140	23510	6003.61	4001	11430	6.81	1132	25.47	5510.18	3500
3/11/2021	34000	899	300	34390	22550	18900	22830	11500	22250	11600	6360	8505	4365	201	42.51	4280	9840	2890	74300	2740	33970	29990	1144	23300	6003.61	4000	11260	7.49	1132	25.47	5510.18	3500
4/11/2021	33400	899	285.1	33650	22210	18900	22800	11500	22180	11770	6415	8570	4388	201	42.51	4280	9820	2871	73510	2657	33980	29700	1138	23600	6003.61	4000	11500	8.19	1138	25.47	5510.18	3470
5/11/2021	33460	899	285.1	33400	22300	18810	22730	11500	22100	11800	6400	8570	4385	201	42.51	4265	9800	2877	73000	2650	33600	29640	1138	23610	6003.61	3995	11150	8.89	1138	25.4	5510.18	3490
6/11/2021	33460	899	285.1	33400	22300	18810	22730	11500	22100	11800	6400	8570	4385	201	42.51	4265	9800	2877	73000	2650	33600	29640	1138	23610	6003.61	3995	11150	8.89	1138	25.4	5510.18	3490
8/11/2021	33480	887	289	33520	21870	18770	22600	11690	22180	11880	6375	8650	4370	201	42.51	4300	9700	2923	73080	2696	33990	29600	1145	23800	6003.61	4060	11000	9	1127	25.4	5510.18	3470
9/11/2021	32880	887	289	33200	21400	18500	22600	11500	21900	11800	6280	8600	4330	201	42.51	4300	9870	2937	74460	2689	33550	29500	1128	23500	6003.61	3942	10800	8.91	1120	25.4	5510.18	3400
10/11/2021	32210	887	280	32700	21200	18300	22480	11540	21740	11580	6170	8355	4220	201	42.51	4255	9655	2880	74400	2663	33290	29380	1116	23110	6003.61	3928	10640	8.6	1115	23.5	5510.18	3380
11/11/2021	32200	889.7	280	32200	21600	18610	22550	11500	21740	11800	6255	8680	4300	199	42.51	4245	9650	2864	73000	2668	33000	29300	1119	23810	6003.61	3920	10370	8.39	1110	24.5	5510.18	3420
12/11/2021	32160	864	276.1	32100	21550	18440	22210	11600	21740	11600	6235	8640	4200	197.9	42.51	4250	9650	2840	73080	2661	32050	28900	1107	23800	6003.61	3741	10540	8.13	1110	24.5	5510.18	3420
15/11/2021	31100	860	270	31250	21550	18500	22050	11500	21740	11600	6180	8470	4130	197.9	42.51	4240	9650	2760	73500	2583	31400	28840	1075	23700	6003.61	3820	10560	8.1	1081	24.5	5510.18	3380
16/11/2021	31100	860	270	31250	21550	18500	22050	11500	21740	11600	6180	8470	4130	197.9	42.51	4240	9650	2760	73500	2583	31400	28840	1075	23700	6003.61	3820	10560	8.1	1081	24.5	5510.18	3380
17/11/2021	30600	860	260	30970	20950	18340	22500	11540	21740	11380	6100	8305	4200	197.9	42.51	4228	9410	2770	72500	2580	30900	29200	1110	23160	6003.61	3780	10700	7.71	1057	22.05	5510.18	3285
18/11/2021	30900	860	264	30900	21360	18400	22500	11500	21740	11500	6275	8440	4209	197.9	42.51	4259	9400	2759	72800	2710	30860	28900	1082	23120	6003.61	3780	10530	7.68	1057	22.05	5510.18	3280
19/11/2021	30000	860	264	30100	21440	18300	21900	11440	21740	11020	6100	8345	4120	197.9	42.51	4120	9300	2645	72010	2520	29700	28500	1051	23500	6003.61	3580	10140	7.57	1057	21.5	5510.18	3120
22/11/2021	30290	860	253	30200	21560	18400	21540	11500	26780	11190	6095	8300	4120	197.9	42.51	4100	9160	2620	72000	2501	30300	28900	1031	23300	6003.61	3570	10110	7.54	1057	21.5	5510.18	3080
23/11/2021	30300	860	250	30250	21600	18350	21500	11500	27000	11200	6150	8345	4189	194.1	42.5	4099	9000	2660	71100	2496	30990	28500	1030	23110	6003.61	3661	10080	7.48	1036	22.2	5510.18	3080
24/11/2021	30500	860	250	30600	22100	18600	21300	11490	27940	11700	6120	8510	4229	196	42.51	4110	9170	2684	71000	2555	30500	28500	1040	23120	6003.61	3720	10100	7.54	1036	22.2	5510.18	2920
25/11/2021	30550	860	260	30670	22600	19050	21300	11490	28240	12100	6140	8625	4219	192.1	42.51	4220	9555	2670	71990	2589	30800	28300	1046	23120	6003.61	3799	10250	7.69	1036	22.2	5510.18	2900
26/11/2021	30050	790	240	30300	23700	19400	20100	11410	28250	11900	6020	8620	4200	192.5	42.51	4150	9500	2536	71010	2620	30300	28300	1044	22550	6003.61	3699	9890	7.69	1019	22.2	5510.18	2800
29/11/2021	30400	800	250	30750	24400	19940	21000	11450	29400	12400	6010	8835	4200	195	42.51	4145	9500	2595	71010	2700	30300	28590	1055	23080	6003.61	3780	10290	7.53	1019	22.2	5510.18	2850
30/11/2021	32370	720	225	32400	25150	19920	22300	11420	29050	12600	6010	8815	4230	194.8	42.51	4051	9600	2600	70500	2634	31000	28780	1050	23520	5916.62	3690	9820	7.53	1120	22.2	5510.18	2565
1/12/2021	34500	770	225	34100	25150	24000	22180	11500	28700	15100	6290	9790	4200	192	42.51	4330	10000	2600	70000	2652	32400	28550	1050	23510	5916.62	3670	9780	7.7	1055	22.2	5510.18	2620
2/12/2021	35880	800	219.6	35000	25150	23780	22150	11400	28580	15720	6165	10280	4209	192	42.51	4362	10080	2659	70980	2700	32860	28600	1075	23500	5916.62	3651	9840	7.7	1044	22.2	5510.18	2600
3/12/2021	35000	806.8	220	34550	25150	23320	22000	11400	28500	15420	6370	10270	4167	190.1	42.51	4364	10080	2661	71020	2670	33000	28860	1077	23960	5916.62	3654	9705	7.7	1074	21	5510.18	2620
6/12/2021	34510	818	258	34000	25150	23260	22300	11390	28810	15200	6370	10000	4388	191	42.51	4315	9960	2688	70500	2666	32900	28790	1097	23460	5916.62	3650	9890	7.7	1051	21	5510.18	2601
7/12/2021	32300	795	301.6	32960	25150	23450	22140	11400	28550	14000	6345	10190	4400	192	42.51	4275	10000	2720	70020	2640	33090	28650	1076	23760	5916.62	3665	10220	7.7	1051	20	5510.18	2792
8/12/2021	32300	795	301.6	32960	25150	23450	22140	11400	28550	14000	6345	10190	4400	192	42.51	4275	10000	2720	70020	2640	33090	28650	1076	23760	5916.62	3665	10220	7.7	1051	20	5510.18	2792
9/12/2021	32600	790	300	32500	25150	23690	21820	11400	28050	13500	6400	10040	4399	191	42.51	4300	9900	2710	69330	2621	32740	28500	1061	23500	5916.62	3656	9920	7.7	1051	20	5510.18	2855
10/12/2021	32220	790	300	32200	25150	23490	21620	11400	27530	13900	6395	9820	4285	186.1	42.51	4275	9900	2707	69320	2580	31810	28500	1060	23500	5916.62	3660	9840	7.73	1060	20	5510.18	2855
13/12/2021	30900	790	300	30890	25150	23270	20500	11300	27360	13290	6200	9450	4186	186.5	42.51	4289	9820	2631	70130	2593	31000	27800	1047	23100	5916.62	3660	9730	7.96	1045	20	5510.18	2900
14/12/2021	31510	820	309	31040	25150	23230	20610	11490	28400	13350	6155	9350	4245	186.5	42.51	4250	9805	2613	69500	2560	31210	28100	1054	23000	5916.62	3650	9740	8.01	1040	20.2	5510.18	2900
15/12/2021	32590	820	300	31660	25150	23600	21260	11490	28300	13860	6275	9400	4200	185	42.51	4251	9895	2600	70000	2568	31400	28340	1050	23000	5916.62	3650	9860	8.01	1036	20.2	5510.18	2900
16/12/2021	34000	790	297	33100	25150	24200	21750	11350	28490	14270	6350	9875	4310	190	42.51	4328	9990	2643	71990	2595	32350	28650	1080	23480	5916.62	3679	9940	8	1050	20.2	5510.18	2720
17/12/2021	34160	799.9	295	32120	28890	23000	21700	11280	28390	13550	6255	9340	4222	190	42.51	4160	9800	2645	71970	2464	31100	28500	1040	23240	5916.62	3640	9660	7.98	1021	20.2	5510.18	2720
20/12/2021	33700	799.9	298.1	31570	28620	22600	21200	11550	28300	13370	6200	9015	4140	190	42.51	4247	9610	2581	71490	2495	32680	28860	1038	22980	5916.62	3600	9560	7.99	1030	20.2	5510.18	2695
21/12/2021	32500	799.9	295	31220	28720	22100	21520	11550	28090	13620	6265	9345	4150	190	42.51	4160	9355	2597	70010	2520	31480	28970	1054	23150	5916.62	3550	9845	7.99	1030	20.2	5510.18	2662
22/12/2021	33680	780	282.1	31400	28950	21700	22000	11500	28390	13530	6300	9210	4150	190	42.51	4190	9495	2651	71500	2530	32190	28980	1054	23150	5916.62	3575	10020	7.99	1029	20.4	5510.18	2740
23/12/2021	33000	789	282.1	31700	29150	22000	22100	11480	28400	13410	6385	9200	4194	190	42.51	4249	9600	2650	71900	2500	32300	28850	1054	23240	5916.62	3600	9980	7.99	1029	20.42	5510.18	2740
24/12/2021	33380	810	282.1	31900	29410	22300	22190	11340	28400	13640	6315	9200	4199	190	42.51	4249	9740	2647	71900	2511	32470	28650	1067	23240	5916.62	3600	10000	7.99	1029	20.42	5510.18	2740
27/12/2021	32960	810	286	31700	29540	22000	22310	11560	28320	13600	6260	9250	4170	190	42.51	4240	9740	2698	71000	2595	32000	28600	1057	23240	5916.62	3620	10020	7.99	1040	20.42	5510.18	2701
28/12/2021	33290	810	282	32070	29920	22160	22400	11490	28500	13500	6150	9250	4180	190	42.51	4200	9600	2695	70970	2566	32000	28530	1065	23000	5916.62	3620	10020	7.99	1054	20.42	5510.18	2787
29/12/2021	34700	810	290	32200	29920	22180	22500	11490	28200	13500	6160	9250	4150	190	42.51	4257	9600	2700	70330	2595	32000	28410	1059	23390	5916.62	3630	10000	7.99	1054	20.42	5510.18	2870
30/12/2021	34700	810	290	32000	30000	22250	22400	11490	28640	13550	6110	9300	4160	190	42.51	4184	9875	2690	70200	2500	31800	28600	1059	23200	5916.62	3635	10110	7.99	1054	20.42	5510.18	2860
31/12/2021	34700	810	290	32000	30000	22250	22400	11490	28640	13550	6110	9300	4160	190	42.51	4184	9875	2690	70200	2500	31800	28600	1059	23200	5916.62	3635	10110	7.99	1054	20.42	5510.18	2860
3/01/2022	34500	810	295.5	32120	29900	22300	22490	11490	28380	13500	6175	9300	4161	194.8	42.51	4218	9930	2720	70200	2532	32020	28830	1059	23340	5916.62	3660	10040	7.99	1030	20.42	5510.18	2955
4/01/2022	34840	810	300	32280	30200	22250	22600	11500	28350	13500	6240	9330	4185	195.9	42.51	4257	9900	2740	70500	2550	32300	29000	1063	23460	5916.62	3699	10430	7.99	1030	21	5510.18	3150
5/01/2022	34000	849	292.1	31450	28940	21800	22750	11330	28300	13350	6235	9510	4185	195.9	42.51	4270	9950	2660	70500	2521	31700	28980	1060	23490	5916.62	3665	10140	7.99	1050	21	5510.18	3060
6/01/2022	33860	835	282	31080	28690	20900	22620	11200	28500	12880	6050	9560	4050	190	42.51	4170	9680	2615	70310	2435	31000	28200	1036	23200	5916.62	3565	10040	7.99	1030	21	5510.18	3000
7/01/2022	34200	800	285	30940	29120	21200	21700	11200	30020	13650	6200	9690	4065	190	42.51	4150	9990	2651	72400	2480	31060	28870	1044	23200	5916.62	3570	10170	7.99	1030	21	5510.18	2852
11/01/2022	34800	800	290	31600	30420	21460	22400	11200	30100	13850	6310	9990	4090	190	42.51	4150	9920	2761	74000	2508	31500	28600	1044	23000	5916.62	3600	10100	8.08	1060	21	5510.18	2880
12/01/2022	35380	805	291	32650	31000	22800	22800	11450	30000	14400	6310	10780	4333	188	42.51	4220	10100	2790	71400	2580	32130	29080	1059	22900	5916.62	3600	10140	8.08	1100	21	5510.18	2900
13/01/2022	37600	827	294	33480	30220	23870	23100	11300	29020	14950	6290	11360	4351	188	42.51	4270	10000	2798	71410	2527	32310	28830	1083	22860	5916.62	3605	9990	8.16	1090	21	5510.18	3060
14/01/2022	36480	815	294	33200	27250	22700	22860	11300	27000	14220	6170	11000	4550	188	42.51	4153	10000	2801	70780	2475	31900	28630	1055	23000	5916.62	3605	10070	8.21	1058	21	5510.18	3017
17/01/2022	38310	889	299.9	35000	27250	26430	23950	11600	33600	15600	6450	12080	4790	186	42.51	4430	10370	2910	71610	2608	33300	29500	1115	24390	5916.62	3700	10180	8.65	1110	21	5510.18	3119
18/01/2022	42050	871	307	36000	27250	27430	24990	12020	33600	16510	6740	13200	4965	190	42.51	4790	11000	3010	76800	2699	34000	30090	1142	25000	5916.62	3798	10400	8.91	1156	22.6	5510.18	3220
19/01/2022	42200	846.9	311.8	36180	27250	27350	25100	12000	33600	16200	6750	12910	4970	186.1	42.51	4798	11000	2990	75500	2690	33550	30200	1144	24980	5916.62	3860	10320	8.91	1149	24.85	5510.18	3220
20/01/2022	40300	830	305.7	34900	27250	27000	24900	11600	33600	16350	6580	12500	4825	190	42.51	4695	11000	2906	75500	2607	32500	29760	1130	24800	5916.62	3850	10200	9.12	1130	24.8	5510.18	3190
21/01/2022	40300	830	305.7	34900	27250	27000	24900	11600	33600	16350	6580	12500	4825	190	42.51	4695	11000	2906	75500	2607	32500	29760	1130	24800	5916.62	3850	10200	9.12	1130	24.8	5510.18	3190
24/01/2022	40000	825	303	34450	27250	27000	24200	11800	33600	15790	6445	11950	4672	187	42.51	4469	10780	2824	76100	2605	32300	29950	1105	24750	5916.62	3785	10040	9.08	1078	27.28	5510.18	3200
25/01/2022	39800	825	303	34590	27250	27100	23800	11900	33600	15620	6445	11950	4700	187	42.51	4439	10740	2895	76780	2639	32470	30180	1100	24750	5916.62	3790	10040	9.23	1082	26.2	5510.18	3200
26/01/2022	39000	840	315	34380	27250	27610	23810	11800	33600	15590	6335	11950	4682	187	42.51	4366	10960	2891	75030	2650	32400	30000	1115	24650	5916.62	3775	9910	9.26	1119	27.2	5510.18	3200
27/01/2022	39100	825.1	315	34200	27250	27880	23640	11720	33600	15640	6325	11810	4620	189.9	42.51	4322	11000	2905	75500	2650	32310	29800	1113	24680	5916.62	3790	10000	9.27	1119	27.24	5510.18	3250
28/01/2022	39610	830	350	35200	27250	28110	23600	11930	33600	15900	6360	11840	4600	190	42.51	4360	10890	2886	75500	2650	32690	29700	1110	24260	5916.62	3760	9925	9.5	1119	27.18	5510.18	3220
31/01/2022	39500	816	355	35240	27250	28740	23600	11950	33600	16140	6480	11800	4602	189.9	42.51	4387	10930	2905	76800	2620	33300	29770	1127	24300	6444.77	3750	10360	9.67	1124	27.18	5510.18	3200
1/02/2022	39010	816	346	34670	36420	27400	22920	11800	40680	15510	6270	11500	4551	187	42.51	4305	10930	2882	77600	2590	32540	29420	1104	24000	6444.77	3725	10180	9.81	1145	27.19	5510.18	3170
2/02/2022	39200	816	345	34940	36390	26580	22410	11680	40400	15300	6400	11030	4500	186	42.51	4252	10850	2889	75030	2557	32000	29110	1095	24170	6444.77	3675	10180	9.5	1100	26.21	5510.18	3170
3/02/2022	39000	816	335	34960	35360	25700	22070	11650	40740	14960	6340	10750	4431	186	42.51	4290	10590	2838	75700	2530	31820	29500	1100	23600	6444.77	3727	10130	9.53	1100	26.8	5510.18	3219
4/02/2022	38990	816	335	34710	36770	25300	22550	11690	40860	14430	6300	10540	4340	183.1	42.51	4260	10560	2901	76980	2580	31750	29320	1097	23410	6444.77	3700	10050	9.59	1100	26.2	4493.73	3130
7/02/2022	38900	800	330	35500	37200	25800	22750	11690	40690	14230	6315	10760	4306	183.1	42.51	4320	10650	2934	76030	2580	31990	29400	1092	23500	6444.77	3709	10040	9.99	1100	26.2	4479.92	3130
8/02/2022	38900	800	330	35500	37200	25800	22750	11690	40690	14230	6315	10760	4306	183.1	42.51	4320	10650	2934	76030	2580	31990	29400	1092	23500	6444.77	3709	10040	9.99	1100	26.2	4479.92	3130
8/02/2022																NaN									NaN	NaN	NaN	NaN	NaN	NaN	NaN	
9/02/2022	37970	800	321.1	34670	36800	24800	22150	11690	40750	13910	6255	10630	4250	187.4	42.51	4277	10700	2899	76260	2550	31530	29250	1086	23500	6444.77	3610	10050	10	1100	26.05	4479.92	3340
10/02/2022	36380	800	311	33800	36690	23710	21400	11690	40610	13330	6165	10170	4240	187.4	42.51	4250	10160	2850	76000	2507	31400	28850	1080	22820	6444.77	3540	9820	10	1100	25.8	4479.92	3165
11/02/2022	36700	800	310	33200	36620	23520	22700	11690	40680	13690	6200	10000	4205	187.4	42.51	4272	10200	2972	76000	2526	31730	29000	1078	22850	6444.77	3570	10060	10	1100	27	4479.92	3110
14/02/2022	37500	800	313	33330	35900	22800	22100	11570	40700	13350	6155	9800	4200	188	42.51	4220	10050	2946	75030	2490	31760	28730	1060	22800	6444.77	3500	9895	10	1100	27.13	4479.92	3080
15/02/2022	37990	800	315	33690	36180	22800	22800	11220	40520	13250	6060	9805	4200	180.6	42.51	4206	10270	2918	74970	2488	31890	28420	1071	22600	6444.77	3500	9840	9.99	1080	27.13	4479.92	3080
16/02/2022	38120	800	318.7	34290	36500	22600	23040	11480	40620	13220	6240	9800	4292	184.5	42.51	4200	10300	3017	74500	2485	31530	28110	1093	22620	6444.77	3520	10050	10	1096	26.1	4479.92	3080
17/02/2022	37920	800	321	33960	36470	22700	23280	11400	40570	13550	6355	9950	4286	184	42.51	4236	10390	3015	75800	2474	30930	28470	1084	22600	6444.77	3500	10020	9.92	1100	26.2	4479.92	3100
18/02/2022	37060	800	335	33650	35800	22400	23200	12000	40530	13480	6380	9710	4240	182	42.51	4211	10390	2997	75560	2488	31490	28160	1084	22670	6444.77	3550	10050	9.41	1050	26.2	4479.92	3020
21/02/2022	37290	750	315.2	33580	35800	22800	23450	11970	40610	13130	6350	9710	4250	182	42.51	4189	10080	3009	74970	2482	31390	28230	1081	22670	6444.77	3581	9920	9.52	1083	26.2	4479.92	3050
22/02/2022	36900	750	328	33700	35800	22940	23330	14450	40800	13400	6230	9740	4250	182	42.51	4180	10250	3025	73070	2458	30660	28240	1073	22650	6444.77	3561	9905	9.52	1080	26.2	4479.92	3050
23/02/2022	38570	750	330	34500	36000	23100	23600	14500	40800	13100	6275	9700	4230	182	42.51	4160	10400	3054	74450	2471	31790	28190	1068	22650	6444.77	3615	9850	9.9	1059	26.2	4479.92	3050
24/02/2022	38990	750	325	34180	36280	23000	24000	14480	40790	13320	6150	9500	4151	182	42.51	4140	10200	3056	73500	2430	31980	27700	1069	22690	6444.77	3620	9900	9.2	1059	26.2	4479.92	2935
25/02/2022	39240	775	328	34600	35500	22600	24400	15230	40200	13460	6125	9655	4200	182	42.51	4200	10010	3064	73700	2441	31900	27700	1075	22900	6444.77	3650	9865	9.88	1063	26.2	4479.92	3000
28/02/2022	39040	750.3	327	34800	31950	23050	24300	15100	44220	12900	6070	9690	4199	180	42.51	4180	10000	3263	72190	2450	32000	27700	1060	22810	6406.32	3620	9835	9.88	1065	26.2	4479.92	2900
1/03/2022	39890	750.3	320	35950	31950	23000	23980	15250	44220	13350	6175	9710	4275	182.3	42.51	4166	10000	3239	71900	2455	32000	27800	1060	22800	6406.32	3580	10000	9.88	1052	26.2	4479.92	2900
2/03/2022	39850	750.3	323	36000	31950	22500	23800	15480	44220	13300	6185	9650	4200	182.3	42.51	4152	9950	3176	71890	2440	32090	27500	1065	22800	6406.32	3520	10050	9	1052	26.2	4479.92	2900
3/03/2022	39990	790	317	35880	31950	22700	23770	15170	44220	13300	6145	9610	4170	192	42.51	4150	9710	3204	72950	2478	32200	27400	1081	22800	6406.32	3520	9990	9.7	1090	26.2	4479.92	2950
4/03/2022	40000	790	319	36130	31950	22600	23270	15400	44220	13280	6125	9600	4152	192	42.51	4160	9710	3340	72440	2460	32000	27800	1070	22560	6406.32	3519	10300	9.5	1071	26.2	4479.92	2950
7/03/2022	39600	790	317.5	35370	31950	22620	23100	15400	44220	13300	6085	9400	4060	192	42.51	4225	10000	3400	72950	2470	32000	27690	1060	22900	6406.32	3500	10500	9.2	1071	26.83	4479.92	2910
8/03/2022	39000	790	314	35600	31950	22780	23110	15410	44220	13350	6040	9410	4005	192	42.51	4257	9700	3390	72000	2470	32020	27730	1064	22550	6406.32	3517	10250	9.7	1071	26.5	4479.92	2940
9/03/2022	39080	750	314	36400	31950	22730	23970	17200	44220	13360	5980	9410	4060	191	42.51	4310	9640	3271	72890	2505	31610	27660	1046	22550	6406.32	3495	10030	9.7	1071	26.78	4479.92	2900
10/03/2022	39300	750.1	309	36190	31950	22900	23350	17000	44220	13340	6035	9250	4029	184.5	42.51	4260	9610	3358	71140	2495	31270	27300	1032	22550	6406.32	3474	9920	9	1071	26.7	4479.92	2900
11/03/2022	39180	750	309.1	36200	31950	22560	23450	17350	44220	13350	6100	9350	4070	182	42.51	4300	9625	3400	71300	2520	31280	27600	1044	22640	6406.32	3430	9965	9	1036	25.52	4479.92	2855
14/03/2022	38310	750	305	35700	31950	22610	23000	17500	44220	13180	5995	9300	4050	187.5	42.51	4260	9625	3207	71900	2470	30700	27700	1032	22900	6406.32	3412	9700	9.01	1075	25.52	4479.92	2855
15/03/2022	38200	750	304	35470	31950	22690	23300	17300	44220	13250	6085	9200	4047	187.5	42.51	4388	9900	3200	71490	2515	30820	27890	1030	22880	6406.32	3365	9540	9.01	1075	25.52	4479.92	2800
16/03/2022	38850	734.9	306	35950	31950	22650	23480	17300	44220	13350	6090	9170	4090	181	42.51	4325	9990	3180	70140	2512	31230	28300	1026	22960	6406.32	3365	9600	9.01	1075	25.52	4479.92	2800
17/03/2022	39100	734.9	305	36200	31950	22680	23600	17600	44220	13460	6130	9160	4042	181	42.51	4310	9980	3335	68560	2480	31600	28390	1018	22960	6406.32	3382	9730	9	1000	25.52	4479.92	2800
18/03/2022	39670	734.9	301	36540	31950	21900	23650	17300	44220	13020	5970	9200	4060	182.2	42.51	4360	9730	3270	68200	2510	32800	27990	1006	23000	6406.32	3375	9640	9	1000	25.8	4479.92	2800
21/03/2022	39670	734.9	301	36540	31950	21900	23650	17300	44220	13020	5970	9200	4060	182.2	42.51	4360	9730	3270	68200	2510	32800	27990	1006	23000	6406.32	3375	9640	9	1000	25.8	4479.92	2800
22/03/2022	40200	734.9	301	37440	31950	22360	24000	17300	44220	13050	6035	9200	4100	182.2	42.51	4326	9770	3359	68200	2490	32400	28000	1006	22870	6406.32	3373	9530	9	1000	24.5	4479.92	2800
23/03/2022	41500	734.9	300	39100	31950	22800	23900	17500	44220	13110	6115	9200	4100	182.2	42.51	4395	9770	3530	68200	2490	32700	27900	1006	22800	6406.32	3390	9610	9	1000	24.5	4479.92	2800
