FECHA	BCOLO CB Equity	ELCONDOR CB Equity	CONCONC CB Equity	PFBCOLO CB Equity	GRUPOSUR CB Equity	PFGRUPSU CB Equity	ISA CB Equity	EXITO CB Equity	NUTRESA CB Equity	GRUPOARG CB Equity	CEMARGOS CB Equity	PFGRUPOA CB Equity	PFCEMARG CB Equity	ETB CB Equity	PFAVH CB Equity	CELSIA CB Equity	BVC CB Equity	ECOPETL CB Equity	BOGOTA CB Equity	GEB CB Equity	PFDAVVND CB Equity	CORFICOL CB Equity	PFAVAL CB Equity	PFCORCOL CB Equity	PFCARPAK CB Equity	MINEROS CB Equity	CNEC CB Equity	FABRI CB Equity	AVAL CB Equity	ENKA CB Equity	VALSIME CB Equity	CLH CB Equity
14/09/2021	31000	887	370	31070	19920	17700	22330	12300	21650	10690	5885	8080	4140	195	96	4150	9500	2550	72240	2774	31910	28530	1115	22300	5684.57	3690	10000	6.05	1102	23.9	6486.2	3570
15/09/2021	31200	883	365	31070	20270	18020	22710	12220	21550	10700	5900	8170	4140	195	69.97	4172	9455	2620	72000	2800	31920	28500	1114	22600	5684.57	3680	10100	6.05	1102	21.52	6486.2	3570
16/09/2021	31180	883	365	31030	20390	18200	22700	12000	21550	10750	5895	8265	4193	199.9	60	4175	9420	2615	74320	2770	32540	28670	1115	22660	5684.57	3597	10010	6.05	1102	21.52	6486.2	3570
17/09/2021	31300	883	365	31100	20440	18210	22990	11810	21510	10800	5925	8240	4189	199.9	56	4260	9400	2566	73300	2720	31620	29000	1130	22900	5684.57	3630	10030	6.05	1102	23.5	6486.2	3540
20/09/2021	30900	883	365	30960	20040	17900	22650	11850	21180	10700	5875	8100	4100	199.9	55.5	4150	9390	2520	72880	2720	31540	28870	1103	22510	5684.57	3622	9860	6.05	1110	23.9	6486.2	3549
21/09/2021	30570	883	354.1	30500	20290	17820	22400	11790	21450	10690	5775	8100	4100	194	63.82	4155	9300	2529	72880	2744	30700	28850	1089	22500	5684.57	3580	10190	6.05	1110	22.66	6486.2	3549
22/09/2021	30500	883	350	30620	20540	18090	22380	11790	21550	10770	5800	8170	4125	199.6	63.82	4180	9540	2570	73300	2770	30990	28780	1096	22820	5684.57	3600	10530	6.05	1110	22.66	6486.2	3570
23/09/2021	30640	880	345	30900	20120	17900	22200	11790	21450	10700	5790	8175	4071	198.8	58.53	4290	9700	2590	73300	2756	31700	28640	1101	22820	5684.57	3625	10680	6.05	1110	24.02	6486.2	3580
24/09/2021	30880	880	340	31040	20100	17700	22220	11790	21470	10580	5790	8165	4075	197.9	58.53	4190	9700	2550	73300	2760	31660	28500	1103	22620	5684.57	3677	10560	6.05	1110	24.02	6486.2	3500
27/09/2021	32370	880	338	32580	20550	18200	22600	11800	21540	10870	5860	8230	4070	197.8	58.53	4259	9610	2671	73300	2800	32720	28550	1120	22860	5684.57	3700	10700	6.05	1095	24.02	6486.2	3500
