FECHA; BCOLO CB Equity ; ELCONDOR CB Equity ; CONCONC CB Equity ; PFBCOLO CB Equity ; GRUPOSUR CB Equity ; PFGRUPSU CB Equity ; ISA CB Equity ; EXITO CB Equity ; NUTRESA CB Equity ; GRUPOARG CB Equity ; CEMARGOS CB Equity ; PFGRUPOA CB Equity ; PFCEMARG CB Equity ; ETB CB Equity ; PFAVH CB Equity ; CELSIA CB Equity ; BVC CB Equity ; ECOPETL CB Equity ; BOGOTA CB Equity ; GEB CB Equity ; PFDAVVND CB Equity ; CORFICOL CB Equity ; PFAVAL CB Equity ; PFCORCOL CB Equity ; PFCARPAK CB Equity ; MINEROS CB Equity ; CNEC CB Equity ; FABRI CB Equity ; AVAL CB Equity ; ENKA CB Equity ; VALSIME CB Equity ; CLH CB Equity 
17-may-21; $ 28.960 ; $ 1.000 ; $ 415 ; $ 29.300,00 ; $ 19.780,00 ; $ 18.000,00 ; $ 21.500,00 ; $ 12.300,00 ; $ 22.700,00 ; $ 11.280,00 ; $ 5.405,00 ; $ 8.920,00 ; $ 3.922,00 ; $ 214,90 ; $ 128,00 ; $ 4.400,00 ; $ 11.700,00 ; $ 2.387,00 ; $ 74.500,00 ; $ 2.640,00 ; $ 31.200,00 ; $ 30.700,00 ; $ 1.115,00 ; $ 25.600,00 ; $ 5.326,13 ; $ 4.315,00 ; $ 10.130,00 ; $ 4,24 ; $ 1.110,00 ; $ 16,11 ; $ 4.761,11 ; $ 3.860,00 
18-may-21; $ 28.400 ; $ 1.000 ; $ 395 ; $ 28.400,00 ; $ 19.610,00 ; $ 17.700,00 ; $ 20.820,00 ; $ 12.300,00 ; $ 22.400,00 ; $ 11.000,00 ; $ 5.390,00 ; $ 8.920,00 ; $ 3.922,00 ; $ 214,90 ; $ 128,00 ; $ 4.370,00 ; $ 11.750,00 ; $ 2.355,00 ; $ 74.300,00 ; $ 2.620,00 ; $ 30.100,00 ; $ 30.600,00 ; $ 1.100,00 ; $ 25.600,00 ; $ 5.326,13 ; $ 4.280,00 ; $ 9.940,00 ; $ 4,93 ; $ 1.110,00 ; $ 15,71 ; $ 4.761,11 ; $ 3.750,00 
19-may-21; $ 28.250,00 ; $ 1.000,00 ; $ 394,50 ; $ 28.280,00 ; $ 19.500,00 ; $ 17.820,00 ; $ 21.100,00 ; $ 11.860,00 ; $ 22.260,00 ; $ 10.700,00 ; $ 5.350,00 ; $ 8.980,00 ; $ 3.984,00 ; $ 214,90 ; $ 128,00 ; $ 4.450,00 ; $ 11.720,00 ; $ 2.347,00 ; $ 73.660,00 ; $ 2.623,00 ; $ 29.980,00 ; $ 30.270,00 ; $ 1.089,00 ; $ 25.500,00 ; $ 5.326,13 ; $ 4.280,00 ; $ 10.160,00 ; $ 4,80 ; $ 1.030,00 ; $ 15,71 ; $ 4.761,11 ; $ 3.765,00 
20-may-21; $ 27.880,00 ; $ 1.000,00 ; $ 380,00 ; $ 28.120,00 ; $ 19.980,00 ; $ 17.700,00 ; $ 21.000,00 ; $ 11.850,00 ; $ 22.400,00 ; $ 10.980,00 ; $ 5.330,00 ; $ 8.600,00 ; $ 3.852,00 ; $ 209,90 ; $ 128,00 ; $ 4.360,00 ; $ 11.600,00 ; $ 2.314,00 ; $ 72.500,00 ; $ 2.520,00 ; $ 29.990,00 ; $ 29.500,00 ; $ 1.090,00 ; $ 25.500,00 ; $ 5.326,13 ; $ 4.280,00 ; $ 9.990,00 ; $ 4,80 ; $ 1.030,00 ; $ 15,71 ; $ 4.761,11 ; $ 3.760,00 
21-may-21; $ 27.710,00 ; $ 1.000,00 ; $ 380,00 ; $ 27.700,00 ; $ 19.830,00 ; $ 17.730,00 ; $ 20.990,00 ; $ 11.850,00 ; $ 21.780,00 ; $ 10.780,00 ; $ 5.215,00 ; $ 8.620,00 ; $ 3.834,00 ; $ 209,90 ; $ 128,00 ; $ 4.363,00 ; $ 11.690,00 ; $ 2.285,00 ; $ 70.400,00 ; $ 2.504,00 ; $ 30.090,00 ; $ 29.460,00 ; $ 1.105,00 ; $ 25.500,00 ; $ 5.326,13 ; $ 4.200,00 ; $ 10.100,00 ; $ 5,09 ; $ 1.035,00 ; $ 15,60 ; $ 4.761,11 ; $ 3.750,00 
24-may-21; $ 27.400,00 ; $ 1.000,00 ; $ 380,00 ; $ 27.600,00 ; $ 19.100,00 ; $ 17.340,00 ; $ 20.660,00 ; $ 11.790,00 ; $ 21.400,00 ; $ 10.380,00 ; $ 5.095,00 ; $ 8.620,00 ; $ 3.742,00 ; $ 202,00 ; $ 136,00 ; $ 4.230,00 ; $ 11.650,00 ; $ 2.294,00 ; $ 68.500,00 ; $ 2.470,00 ; $ 29.770,00 ; $ 29.100,00 ; $ 1.088,00 ; $ 24.600,00 ; $ 5.326,13 ; $ 4.200,00 ; $ 10.160,00 ; $ 5,09 ; $ 1.080,00 ; $ 15,27 ; $ 4.761,11 ; $ 3.700,00 
25-may-21; $ 27.490,00 ; $ 1.000,00 ; $ 385,00 ; $ 27.300,00 ; $ 19.010,00 ; $ 17.040,00 ; $ 20.200,00 ; $ 11.500,00 ; $ 20.900,00 ; $ 9.915,00 ; $ 5.040,00 ; $ 8.280,00 ; $ 3.660,00 ; $ 200,00 ; $ 136,00 ; $ 4.180,00 ; $ 11.650,00 ; $ 2.235,00 ; $ 68.480,00 ; $ 2.341,00 ; $ 29.630,00 ; $ 28.100,00 ; $ 1.080,00 ; $ 24.600,00 ; $ 5.326,13 ; $ 4.200,00 ; $ 10.100,00 ; $ 5,09 ; $ 1.080,00 ; $ 15,02 ; $ 4.626,32 ; $ 3.700,00 
26-may-21; $ 27.200,00 ; $ 1.000,00 ; $ 385,00 ; $ 27.390,00 ; $ 18.700,00 ; $ 16.900,00 ; $ 19.600,00 ; $ 11.490,00 ; $ 20.880,00 ; $ 9.910,00 ; $ 5.090,00 ; $ 8.000,00 ; $ 3.659,00 ; $ 200,00 ; $ 136,00 ; $ 4.070,00 ; $ 11.630,00 ; $ 2.220,00 ; $ 67.000,00 ; $ 2.340,00 ; $ 28.600,00 ; $ 27.980,00 ; $ 1.051,00 ; $ 24.590,00 ; $ 5.326,13 ; $ 4.146,00 ; $ 10.140,00 ; $ 5,09 ; $ 1.072,00 ; $ 15,12 ; $ 4.626,32 ; $ 3.800,00 
27-may-21; $ 27.500,00 ; $ 1.000,00 ; $ 370,00 ; $ 28.200,00 ; $ 19.150,00 ; $ 16.880,00 ; $ 20.500,00 ; $ 11.680,00 ; $ 20.500,00 ; $ 9.000,00 ; $ 5.000,00 ; $ 7.200,00 ; $ 3.294,00 ; $ 208,00 ; $ 150,00 ; $ 3.765,00 ; $ 11.500,00 ; $ 2.220,00 ; $ 67.500,00 ; $ 2.165,00 ; $ 28.100,00 ; $ 28.210,00 ; $ 1.053,00 ; $ 24.000,00 ; $ 5.326,13 ; $ 3.836,00 ; $ 10.280,00 ; $ 5,09 ; $ 1.022,00 ; $ 15,24 ; $ 4.626,32 ; $ 3.800,00 
28-may-21; $ 27.300,00 ; $ 1.000,00 ; $ 375,00 ; $ 27.940,00 ; $ 20.350,00 ; $ 17.450,00 ; $ 20.650,00 ; $ 12.000,00 ; $ 21.020,00 ; $ 10.270,00 ; $ 5.080,00 ; $ 7.990,00 ; $ 3.560,00 ; $ 208,00 ; $ 150,00 ; $ 4.176,00 ; $ 11.490,00 ; $ 2.211,00 ; $ 69.760,00 ; $ 2.300,00 ; $ 28.900,00 ; $ 28.580,00 ; $ 1.066,00 ; $ 23.060,00 ; $ 5.326,13 ; $ 3.966,00 ; $ 10.060,00 ; $ 5,09 ; $ 1.050,00 ; $ 15,34 ; $ 4.626,32 ; $ 3.700,00 
31-may-21; $ 27.000,00 ; $ 1.000,00 ; $ 380,00 ; $ 27.600,00 ; $ 20.020,00 ; $ 17.600,00 ; $ 20.020,00 ; $ 12.000,00 ; $ 21.600,00 ; $ 10.100,00 ; $ 5.070,00 ; $ 8.000,00 ; $ 3.691,00 ; $ 208,00 ; $ 150,00 ; $ 4.176,00 ; $ 11.400,00 ; $ 2.190,00 ; $ 70.000,00 ; $ 2.329,00 ; $ 29.000,00 ; $ 28.230,00 ; $ 1.078,00 ; $ 23.060,00 ; $ 5.326,13 ; $ 4.086,00 ; $ 10.270,00 ; $ 5,09 ; $ 1.040,00 ; $ 15,32 ; $ 4.626,32 ; $ 3.700,00 
1-jun-21; $ 27.710,00 ; $ 1.000,00 ; $ 390,00 ; $ 28.190,00 ; $ 20.300,00 ; $ 18.000,00 ; $ 20.510,00 ; $ 12.000,00 ; $ 21.960,00 ; $ 10.220,00 ; $ 5.100,00 ; $ 8.160,00 ; $ 3.691,00 ; $ 210,90 ; $ 150,00 ; $ 4.245,00 ; $ 11.500,00 ; $ 2.276,00 ; $ 71.340,00 ; $ 2.350,00 ; $ 29.700,00 ; $ 28.280,00 ; $ 1.075,00 ; $ 23.000,00 ; $ 5.326,13 ; $ 4.084,00 ; $ 10.060,00 ; $ 5,09 ; $ 1.070,00 ; $ 15,32 ; $ 4.626,32 ; $ 3.790,00 
2-jun-21; $ 27.800,00 ; $ 1.000,00 ; $ 390,00 ; $ 28.160,00 ; $ 20.300,00 ; $ 17.810,00 ; $ 22.670,00 ; $ 11.980,00 ; $ 21.600,00 ; $ 10.250,00 ; $ 5.280,00 ; $ 8.200,00 ; $ 3.757,00 ; $ 213,00 ; $ 150,00 ; $ 4.190,00 ; $ 11.420,00 ; $ 2.340,00 ; $ 71.860,00 ; $ 2.486,00 ; $ 29.370,00 ; $ 28.230,00 ; $ 1.095,00 ; $ 22.710,00 ; $ 5.326,13 ; $ 4.000,00 ; $ 10.190,00 ; $ 5,09 ; $ 1.079,00 ; $ 15,32 ; $ 4.626,32 ; $ 3.790,00 
3-jun-21; $ 28.340,00 ; $ 1.000,00 ; $ 400,00 ; $ 28.810,00 ; $ 20.180,00 ; $ 17.840,00 ; $ 22.700,00 ; $ 12.160,00 ; $ 21.800,00 ; $ 10.340,00 ; $ 5.260,00 ; $ 8.200,00 ; $ 3.700,00 ; $ 213,00 ; $ 150,00 ; $ 4.197,00 ; $ 11.420,00 ; $ 2.360,00 ; $ 71.400,00 ; $ 2.495,00 ; $ 29.990,00 ; $ 28.560,00 ; $ 1.109,00 ; $ 22.710,00 ; $ 5.326,13 ; $ 4.000,00 ; $ 10.200,00 ; $ 5,09 ; $ 1.079,00 ; $ 15,32 ; $ 4.626,32 ; $ 3.790,00 
4-jun-21; $ 27.800,00 ; $ 1.000,00 ; $ 400,00 ; $ 28.200,00 ; $ 20.050,00 ; $ 17.490,00 ; $ 22.700,00 ; $ 12.050,00 ; $ 21.690,00 ; $ 10.220,00 ; $ 5.185,00 ; $ 8.100,00 ; $ 3.700,00 ; $ 213,00 ; $ 170,00 ; $ 4.250,00 ; $ 11.410,00 ; $ 2.355,00 ; $ 71.190,00 ; $ 2.421,00 ; $ 30.390,00 ; $ 28.560,00 ; $ 1.090,00 ; $ 22.710,00 ; $ 5.326,13 ; $ 4.020,00 ; $ 10.100,00 ; $ 5,09 ; $ 1.061,00 ; $ 15,11 ; $ 4.626,32 ; $ 3.790,00 
7-jun-21; $ 27.800,00 ; $ 1.000,00 ; $ 400,00 ; $ 28.200,00 ; $ 20.050,00 ; $ 17.490,00 ; $ 22.700,00 ; $ 12.050,00 ; $ 21.690,00 ; $ 10.220,00 ; $ 5.185,00 ; $ 8.100,00 ; $ 3.700,00 ; $ 213,00 ; $ 170,00 ; $ 4.250,00 ; $ 11.410,00 ; $ 2.355,00 ; $ 71.190,00 ; $ 2.421,00 ; $ 30.390,00 ; $ 28.560,00 ; $ 1.090,00 ; $ 22.710,00 ; $ 5.326,13 ; $ 4.020,00 ; $ 10.100,00 ; $ 5,09 ; $ 1.061,00 ; $ 15,11 ; $ 4.626,32 ; $ 3.790,00 
8-jun-21; $ 28.190,00 ; $ 991,00 ; $ 399,00 ; $ 28.300,00 ; $ 20.180,00 ; $ 17.640,00 ; $ 23.290,00 ; $ 12.050,00 ; $ 22.400,00 ; $ 10.320,00 ; $ 5.250,00 ; $ 8.160,00 ; $ 3.662,00 ; $ 213,00 ; $ 251,50 ; $ 4.299,00 ; $ 11.580,00 ; $ 2.396,00 ; $ 71.880,00 ; $ 2.433,00 ; $ 30.390,00 ; $ 28.500,00 ; $ 1.079,00 ; $ 22.980,00 ; $ 5.326,13 ; $ 4.025,00 ; $ 10.220,00 ; $ 5,09 ; $ 1.061,00 ; $ 15,11 ; $ 4.626,32 ; $ 3.790,00 
9-jun-21; $ 28.340,00 ; $ 988,00 ; $ 400,00 ; $ 28.260,00 ; $ 19.880,00 ; $ 17.860,00 ; $ 23.360,00 ; $ 11.950,00 ; $ 21.820,00 ; $ 10.200,00 ; $ 5.210,00 ; $ 8.375,00 ; $ 3.658,00 ; $ 212,80 ; $ 295,00 ; $ 4.300,00 ; $ 11.440,00 ; $ 2.370,00 ; $ 72.000,00 ; $ 2.413,00 ; $ 30.800,00 ; $ 29.000,00 ; $ 1.066,00 ; $ 23.100,00 ; $ 5.326,13 ; $ 4.139,00 ; $ 10.220,00 ; $ 4,90 ; $ 1.050,00 ; $ 15,11 ; $ 4.626,32 ; $ 3.800,00 
10-jun-21; $ 28.100,00 ; $ 988,00 ; $ 400,00 ; $ 28.300,00 ; $ 19.740,00 ; $ 17.920,00 ; $ 23.560,00 ; $ 11.950,00 ; $ 22.180,00 ; $ 10.380,00 ; $ 5.250,00 ; $ 8.375,00 ; $ 3.660,00 ; $ 203,00 ; $ 270,30 ; $ 4.303,00 ; $ 11.300,00 ; $ 2.385,00 ; $ 72.900,00 ; $ 2.400,00 ; $ 31.270,00 ; $ 29.570,00 ; $ 1.071,00 ; $ 23.500,00 ; $ 5.326,13 ; $ 4.154,00 ; $ 10.340,00 ; $ 4,90 ; $ 1.050,00 ; $ 15,11 ; $ 4.626,32 ; $ 3.800,00 
11-jun-21; $ 28.320,00 ; $ 988,00 ; $ 412,00 ; $ 28.550,00 ; $ 19.740,00 ; $ 17.880,00 ; $ 23.300,00 ; $ 11.790,00 ; $ 22.400,00 ; $ 10.290,00 ; $ 5.155,00 ; $ 8.520,00 ; $ 3.660,00 ; $ 206,00 ; $ 270,30 ; $ 4.302,00 ; $ 11.400,00 ; $ 2.391,00 ; $ 70.520,00 ; $ 2.380,00 ; $ 30.800,00 ; $ 30.200,00 ; $ 1.083,00 ; $ 24.100,00 ; $ 5.326,13 ; $ 4.100,00 ; $ 10.450,00 ; $ 5,07 ; $ 1.050,00 ; $ 15,09 ; $ 4.626,32 ; $ 3.800,00 
14-jun-21; $ 28.320,00 ; $ 988,00 ; $ 412,00 ; $ 28.550,00 ; $ 19.740,00 ; $ 17.880,00 ; $ 23.300,00 ; $ 11.790,00 ; $ 22.400,00 ; $ 10.290,00 ; $ 5.155,00 ; $ 8.520,00 ; $ 3.660,00 ; $ 206,00 ; $ 270,30 ; $ 4.302,00 ; $ 11.400,00 ; $ 2.391,00 ; $ 70.520,00 ; $ 2.380,00 ; $ 30.800,00 ; $ 30.200,00 ; $ 1.083,00 ; $ 24.100,00 ; $ 5.326,13 ; $ 4.100,00 ; $ 10.450,00 ; $ 5,07 ; $ 1.050,00 ; $ 15,09 ; $ 4.626,32 ; $ 3.800,00 
15-jun-21; $ 27.700,00 ; $ 937,20 ; $ 412,00 ; $ 27.950,00 ; $ 19.300,00 ; $ 17.520,00 ; $ 22.960,00 ; $ 12.000,00 ; $ 22.490,00 ; $ 10.200,00 ; $ 5.170,00 ; $ 8.510,00 ; $ 3.688,00 ; $ 205,00 ; $ 283,07 ; $ 4.351,00 ; $ 11.320,00 ; $ 2.439,00 ; $ 72.000,00 ; $ 2.346,00 ; $ 29.630,00 ; $ 30.200,00 ; $ 1.090,00 ; $ 24.000,00 ; $ 5.326,13 ; $ 4.110,00 ; $ 10.530,00 ; $ 5,00 ; $ 1.050,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.800,00 
16-jun-21; $ 27.650,00 ; $ 937,20 ; $ 405,00 ; $ 28.140,00 ; $ 19.730,00 ; $ 17.500,00 ; $ 22.610,00 ; $ 12.000,00 ; $ 22.190,00 ; $ 10.100,00 ; $ 5.240,00 ; $ 8.250,00 ; $ 3.688,00 ; $ 203,10 ; $ 262,83 ; $ 4.350,00 ; $ 11.180,00 ; $ 2.409,00 ; $ 71.990,00 ; $ 2.395,00 ; $ 29.900,00 ; $ 29.700,00 ; $ 1.109,00 ; $ 24.000,00 ; $ 5.326,13 ; $ 4.085,00 ; $ 10.210,00 ; $ 5,00 ; $ 1.061,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.800,00 
17-jun-21; $ 27.500,00 ; $ 937,20 ; $ 405,00 ; $ 27.760,00 ; $ 19.790,00 ; $ 17.740,00 ; $ 23.000,00 ; $ 11.910,00 ; $ 22.600,00 ; $ 10.190,00 ; $ 5.230,00 ; $ 8.395,00 ; $ 3.601,00 ; $ 203,10 ; $ 260,77 ; $ 4.310,00 ; $ 11.200,00 ; $ 2.392,00 ; $ 70.370,00 ; $ 2.390,00 ; $ 29.470,00 ; $ 29.990,00 ; $ 1.098,00 ; $ 23.500,00 ; $ 5.326,13 ; $ 3.972,00 ; $ 10.040,00 ; $ 5,00 ; $ 1.060,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.800,00 
18-jun-21; $ 27.800,00 ; $ 937,20 ; $ 405,00 ; $ 27.790,00 ; $ 20.540,00 ; $ 18.190,00 ; $ 23.020,00 ; $ 11.900,00 ; $ 22.500,00 ; $ 10.500,00 ; $ 5.385,00 ; $ 8.520,00 ; $ 3.699,00 ; $ 200,00 ; $ 279,75 ; $ 4.246,00 ; $ 11.320,00 ; $ 2.397,00 ; $ 70.200,00 ; $ 2.439,00 ; $ 28.900,00 ; $ 30.000,00 ; $ 1.100,00 ; $ 23.500,00 ; $ 5.326,13 ; $ 3.980,00 ; $ 10.060,00 ; $ 5,00 ; $ 1.050,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.800,00 
21-jun-21; $ 27.490,00 ; $ 937,20 ; $ 405,00 ; $ 27.660,00 ; $ 20.000,00 ; $ 17.830,00 ; $ 22.400,00 ; $ 11.900,00 ; $ 22.460,00 ; $ 10.310,00 ; $ 5.270,00 ; $ 8.350,00 ; $ 3.844,00 ; $ 201,00 ; $ 270,85 ; $ 4.153,00 ; $ 11.390,00 ; $ 2.460,00 ; $ 70.980,00 ; $ 2.382,00 ; $ 28.450,00 ; $ 29.370,00 ; $ 1.087,00 ; $ 23.500,00 ; $ 5.326,13 ; $ 3.980,00 ; $ 10.040,00 ; $ 4,51 ; $ 1.095,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.800,00 
22-jun-21; $ 27.150,00 ; $ 937,20 ; $ 405,00 ; $ 27.200,00 ; $ 19.770,00 ; $ 17.460,00 ; $ 22.460,00 ; $ 11.900,00 ; $ 22.100,00 ; $ 10.310,00 ; $ 5.245,00 ; $ 8.550,00 ; $ 3.798,00 ; $ 201,00 ; $ 298,27 ; $ 4.080,00 ; $ 11.390,00 ; $ 2.481,00 ; $ 70.000,00 ; $ 2.440,00 ; $ 28.400,00 ; $ 29.130,00 ; $ 1.080,00 ; $ 23.500,00 ; $ 5.326,13 ; $ 3.990,00 ; $ 10.060,00 ; $ 4,51 ; $ 1.095,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.800,00 
23-jun-21; $ 26.890,00 ; $ 923,80 ; $ 400,00 ; $ 27.180,00 ; $ 19.230,00 ; $ 17.400,00 ; $ 22.200,00 ; $ 11.800,00 ; $ 22.500,00 ; $ 10.200,00 ; $ 5.265,00 ; $ 8.550,00 ; $ 3.798,00 ; $ 201,00 ; $ 297,65 ; $ 4.122,00 ; $ 11.240,00 ; $ 2.522,00 ; $ 69.500,00 ; $ 2.530,00 ; $ 28.750,00 ; $ 28.800,00 ; $ 1.096,00 ; $ 23.000,00 ; $ 5.326,13 ; $ 4.013,00 ; $ 10.390,00 ; $ 4,51 ; $ 1.095,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.800,00 
24-jun-21; $ 27.400,00 ; $ 923,80 ; $ 400,00 ; $ 27.800,00 ; $ 19.760,00 ; $ 17.700,00 ; $ 22.540,00 ; $ 13.000,00 ; $ 22.440,00 ; $ 10.560,00 ; $ 5.460,00 ; $ 8.570,00 ; $ 3.870,00 ; $ 201,00 ; $ 298,02 ; $ 4.210,00 ; $ 11.340,00 ; $ 2.750,00 ; $ 70.000,00 ; $ 2.499,00 ; $ 29.600,00 ; $ 29.580,00 ; $ 1.099,00 ; $ 23.300,00 ; $ 5.326,13 ; $ 4.050,00 ; $ 10.390,00 ; $ 4,51 ; $ 1.100,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.700,00 
25-jun-21; $ 27.680,00 ; $ 923,80 ; $ 400,00 ; $ 27.640,00 ; $ 19.800,00 ; $ 17.740,00 ; $ 22.460,00 ; $ 14.200,00 ; $ 22.400,00 ; $ 10.800,00 ; $ 5.470,00 ; $ 8.690,00 ; $ 3.900,00 ; $ 209,20 ; $ 298,09 ; $ 4.210,00 ; $ 11.320,00 ; $ 2.770,00 ; $ 70.490,00 ; $ 2.532,00 ; $ 29.470,00 ; $ 29.930,00 ; $ 1.119,00 ; $ 23.200,00 ; $ 5.326,13 ; $ 4.080,00 ; $ 10.400,00 ; $ 4,51 ; $ 1.100,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.700,00 
28-jun-21; $ 27.050,00 ; $ 923,80 ; $ 400,00 ; $ 27.030,00 ; $ 19.640,00 ; $ 17.680,00 ; $ 22.300,00 ; $ 13.990,00 ; $ 22.350,00 ; $ 10.770,00 ; $ 5.500,00 ; $ 8.700,00 ; $ 3.900,00 ; $ 208,10 ; $ 298,09 ; $ 4.200,00 ; $ 11.300,00 ; $ 2.718,00 ; $ 70.000,00 ; $ 2.542,00 ; $ 29.100,00 ; $ 29.630,00 ; $ 1.100,00 ; $ 23.200,00 ; $ 5.326,13 ; $ 4.054,00 ; $ 10.500,00 ; $ 4,35 ; $ 1.100,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.700,00 
29-jun-21; $ 26.360,00 ; $ 940,00 ; $ 380,00 ; $ 26.700,00 ; $ 19.000,00 ; $ 17.340,00 ; $ 22.200,00 ; $ 13.170,00 ; $ 21.710,00 ; $ 10.400,00 ; $ 5.400,00 ; $ 8.650,00 ; $ 3.850,00 ; $ 208,10 ; $ 288,75 ; $ 4.150,00 ; $ 11.300,00 ; $ 2.717,00 ; $ 69.940,00 ; $ 2.600,00 ; $ 28.160,00 ; $ 29.060,00 ; $ 1.089,00 ; $ 23.200,00 ; $ 5.326,13 ; $ 4.029,00 ; $ 10.340,00 ; $ 4,27 ; $ 1.070,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.600,00 
30-jun-21; $ 26.400,00 ; $ 940,00 ; $ 350,00 ; $ 26.820,00 ; $ 18.500,00 ; $ 16.520,00 ; $ 22.150,00 ; $ 13.600,00 ; $ 21.880,00 ; $ 10.000,00 ; $ 5.350,00 ; $ 8.020,00 ; $ 3.740,00 ; $ 208,90 ; $ 288,75 ; $ 4.250,00 ; $ 11.250,00 ; $ 2.722,00 ; $ 69.800,00 ; $ 2.571,00 ; $ 27.540,00 ; $ 29.200,00 ; $ 1.083,00 ; $ 23.300,00 ; $ 5.326,13 ; $ 4.029,00 ; $ 10.080,00 ; $ 4,27 ; $ 1.139,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.600,00 
1-jul-21; $ 26.080,00 ; $ 940,00 ; $ 350,00 ; $ 26.700,00 ; $ 18.300,00 ; $ 16.500,00 ; $ 22.620,00 ; $ 13.440,00 ; $ 21.800,00 ; $ 10.100,00 ; $ 5.460,00 ; $ 8.255,00 ; $ 3.869,00 ; $ 208,90 ; $ 285,37 ; $ 4.166,00 ; $ 11.300,00 ; $ 2.819,00 ; $ 70.500,00 ; $ 2.579,00 ; $ 28.010,00 ; $ 29.300,00 ; $ 1.095,00 ; $ 23.990,00 ; $ 5.326,13 ; $ 4.024,00 ; $ 10.150,00 ; $ 4,27 ; $ 1.139,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.600,00 
2-jul-21; $ 27.500,00 ; $ 940,00 ; $ 379,80 ; $ 28.000,00 ; $ 18.890,00 ; $ 17.000,00 ; $ 23.500,00 ; $ 13.290,00 ; $ 22.640,00 ; $ 10.500,00 ; $ 5.500,00 ; $ 8.300,00 ; $ 3.868,00 ; $ 207,00 ; $ 267,25 ; $ 4.170,00 ; $ 11.290,00 ; $ 2.851,00 ; $ 70.370,00 ; $ 2.541,00 ; $ 28.720,00 ; $ 29.730,00 ; $ 1.092,00 ; $ 23.500,00 ; $ 5.326,13 ; $ 4.024,00 ; $ 10.240,00 ; $ 4,27 ; $ 1.030,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.700,00 
5-jul-21; $ 27.500,00 ; $ 940,00 ; $ 379,80 ; $ 28.000,00 ; $ 18.890,00 ; $ 17.000,00 ; $ 23.500,00 ; $ 13.290,00 ; $ 22.640,00 ; $ 10.500,00 ; $ 5.500,00 ; $ 8.300,00 ; $ 3.868,00 ; $ 207,00 ; $ 267,25 ; $ 4.170,00 ; $ 11.290,00 ; $ 2.851,00 ; $ 70.370,00 ; $ 2.541,00 ; $ 28.720,00 ; $ 29.730,00 ; $ 1.092,00 ; $ 23.500,00 ; $ 5.326,13 ; $ 4.024,00 ; $ 10.240,00 ; $ 4,27 ; $ 1.030,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.700,00 
6-jul-21; $ 27.010,00 ; $ 940,00 ; $ 379,80 ; $ 27.400,00 ; $ 18.710,00 ; $ 16.810,00 ; $ 23.000,00 ; $ 12.700,00 ; $ 22.310,00 ; $ 10.590,00 ; $ 5.440,00 ; $ 8.495,00 ; $ 3.841,00 ; $ 207,00 ; $ 267,25 ; $ 4.190,00 ; $ 11.140,00 ; $ 2.789,00 ; $ 69.000,00 ; $ 2.507,00 ; $ 28.220,00 ; $ 30.000,00 ; $ 1.086,00 ; $ 23.940,00 ; $ 5.326,13 ; $ 4.050,00 ; $ 10.200,00 ; $ 4,27 ; $ 1.030,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.500,00 
7-jul-21; $ 27.600,00 ; $ 940,00 ; $ 379,80 ; $ 28.200,00 ; $ 19.300,00 ; $ 17.260,00 ; $ 23.200,00 ; $ 12.700,00 ; $ 22.200,00 ; $ 10.510,00 ; $ 5.540,00 ; $ 8.495,00 ; $ 3.901,00 ; $ 207,00 ; $ 267,25 ; $ 4.127,00 ; $ 11.140,00 ; $ 2.800,00 ; $ 71.000,00 ; $ 2.518,00 ; $ 28.640,00 ; $ 29.970,00 ; $ 1.095,00 ; $ 23.920,00 ; $ 5.326,13 ; $ 4.028,00 ; $ 10.240,00 ; $ 4,27 ; $ 1.030,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.500,00 
8-jul-21; $ 27.610,00 ; $ 860,00 ; $ 395,00 ; $ 28.310,00 ; $ 19.180,00 ; $ 17.110,00 ; $ 23.370,00 ; $ 12.500,00 ; $ 22.110,00 ; $ 10.500,00 ; $ 5.550,00 ; $ 8.435,00 ; $ 3.815,00 ; $ 203,00 ; $ 300,08 ; $ 4.179,00 ; $ 11.060,00 ; $ 2.753,00 ; $ 70.980,00 ; $ 2.514,00 ; $ 29.350,00 ; $ 29.980,00 ; $ 1.091,00 ; $ 23.000,00 ; $ 5.326,13 ; $ 4.005,00 ; $ 10.350,00 ; $ 4,38 ; $ 1.030,00 ; $ 14,60 ; $ 4.626,32 ; $ 3.500,00 
